-1.06	-1.05538
-1.05572	-1.22

-1.05572	-1.22
-0.849694	-1.48

-0.573813	-1.02
-0.488854	-1.02

-0.488854	-1.02
-0.449628	-1.50838

-0.449628	-1.50838
-0.341044	-1.7

0.331812	-1.76
1.49457	-1.8

1.49457	-1.8
1.54103	-1.76

1.54103	-1.76
1.48116	-1.54955

1.48116	-1.54955
1.54	-1.50235

1.54	-1.50235
1.56	-0.892609

2.28	1.07645
1.94	1.07655

1.94	1.07655
1.94	1.47705

1.94	1.47705
1.79406	1.73497

1.79406	1.73497
1.18365	1.74179

1.18365	1.74179
1.16618	2.45153

-1.14753	1.9787
-1.14492	1.52671

-1.14492	1.52671
-1.19538	1.20061

-0.560754	-1.02938
-0.474258	-1.01827

-0.474258	-1.01827
-0.483442	-1.30767

-0.483442	-1.30767
-0.323259	-1.70916

0.343245	-1.84853
0.348735	-1.76852

1.49505	-1.53312
1.54729	-1.52283

1.55078	-0.908238
1.59078	-0.906461

-1.08379	2.81604
-1.18484	2.38453

-1.18484	2.38453
-1.12038	1.77009

-0.594208	-1.00274
-0.505111	-1.01028

-0.505111	-1.01028
-0.476842	-1.5008

-0.476842	-1.5008
-0.360796	-1.65223

1.45718	-1.5239
1.51007	-1.50528

1.176	1.74111
1.1804	2.44499

-0.568458	-1.02523
-0.481064	-1.02679

-0.481064	-1.02679
-0.44147	-1.51129

-0.44147	-1.51129
-0.322331	-1.6719

0.361602	-1.76944
1.48701	-1.80351

1.49542	-1.52594
1.5472	-1.49596

1.16648	1.74043
1.16797	2.46736

-0.6172	-0.882496
-0.641746	-1.15906

-0.641746	-1.15906
-0.525824	-1.60461

1.22398	-1.78604
1.3573	-1.74743

1.31968	-1.50076
1.36762	-1.49952

-0.995934	2.9929
-1.12608	2.55038

-1.12608	2.55038
-1.13911	1.71919

-0.635898	-0.886838
-0.574532	-1.16833

-0.574532	-1.16833
-0.595021	-1.3915

-0.595021	-1.3915
-0.505889	-1.59921

-0.491172	-1.09995
-0.440552	-1.4846

-0.440552	-1.4846
-0.337342	-1.72431

0.344792	-1.7624
1.47465	-1.79498

1.47465	-1.79498
1.53805	-1.6425

1.4959	-1.53691
1.54641	-1.44418

1.93662	1.50027
1.80564	1.74172

1.80564	1.74172
1.18084	1.74

1.18084	1.74
1.16927	2.43569

-1.09311	2.85132
-1.19899	2.26482

-1.19899	2.26482
-1.15474	1.75665

-0.423186	-1.29621
-0.352488	-1.61929

-0.352488	-1.61929
-0.244181	-1.81586

0.43374	-1.83373
1.5384	-1.8367

1.5384	-1.8367
1.61702	-1.69611

1.62779	-1.27444
1.59384	-0.955379

1.59384	-0.955379
1.67739	-0.952649

1.97118	-0.948416
1.9721	-0.8698

1.9721	-0.8698
2.60737	-0.852947

1.92564	1.46754
1.78597	1.71232

1.78597	1.71232
1.16855	1.69215

1.16855	1.69215
1.12821	2.39077

-1.14542	2.7298
-1.23851	2.27169

-1.23851	2.27169
-1.17827	1.73921

-0.067353	-3.26837
0.509233	-2.82872

0.509233	-2.82872
0.540334	-2.8553

10.8376	-10.3959
13.5941	-8.29401

0.63354	-1.60214
1.14383	-1.19867

3.72917	-0.566612
3.79107	0.0861088

0.0544602	0.376378
-0.0758931	0.372003

-0.0758931	0.372003
-0.218863	0.187534

-0.218863	0.187534
-0.51763	-0.0402787

-0.51763	-0.0402787
-0.731396	0.163687

-0.782708	0.279428
-1.04656	0.405579

-1.04656	0.405579
-1.51087	0.0323467

-0.939703	-3.91099
