-0.573813	-1.02
-0.488854	-1.02

-0.560754	-1.02938
-0.474258	-1.01827

0.331812	-1.76
1.49457	-1.8

-0.560754	-1.02938
-0.474258	-1.01827

1.49457	-1.8
1.54103	-1.76

-0.560754	-1.02938
-0.474258	-1.01827

1.48116	-1.54955
1.54	-1.50235

-0.560754	-1.02938
-0.474258	-1.01827

-1.06	-1.05538
-1.05572	-1.22

-0.474258	-1.01827
-0.483442	-1.30767

-0.488854	-1.02
-0.449628	-1.50838

-0.474258	-1.01827
-0.483442	-1.30767

-0.449628	-1.50838
-0.341044	-1.7

-0.474258	-1.01827
-0.483442	-1.30767

-1.14753	1.9787
-1.14492	1.52671

-0.474258	-1.01827
-0.483442	-1.30767

-1.14492	1.52671
-1.19538	1.20061

-0.474258	-1.01827
-0.483442	-1.30767

-1.06	-1.05538
-1.05572	-1.22

-0.483442	-1.30767
-0.323259	-1.70916

-1.05572	-1.22
-0.849694	-1.48

-0.483442	-1.30767
-0.323259	-1.70916

-0.488854	-1.02
-0.449628	-1.50838

-0.483442	-1.30767
-0.323259	-1.70916

-0.449628	-1.50838
-0.341044	-1.7

-0.483442	-1.30767
-0.323259	-1.70916

-1.14753	1.9787
-1.14492	1.52671

-0.483442	-1.30767
-0.323259	-1.70916

-1.14492	1.52671
-1.19538	1.20061

-0.483442	-1.30767
-0.323259	-1.70916

1.54103	-1.76
1.48116	-1.54955

0.343245	-1.84853
0.348735	-1.76852

1.54	-1.50235
1.56	-0.892609

0.343245	-1.84853
0.348735	-1.76852

1.94	1.07655
1.94	1.47705

0.343245	-1.84853
0.348735	-1.76852

1.94	1.47705
1.79406	1.73497

0.343245	-1.84853
0.348735	-1.76852

1.18365	1.74179
1.16618	2.45153

0.343245	-1.84853
0.348735	-1.76852

-0.573813	-1.02
-0.488854	-1.02

0.348735	-1.76852
1.51551	-1.80742

0.331812	-1.76
1.49457	-1.8

0.348735	-1.76852
1.51551	-1.80742

1.54103	-1.76
1.48116	-1.54955

1.51551	-1.80742
1.49505	-1.53312

1.54	-1.50235
1.56	-0.892609

1.51551	-1.80742
1.49505	-1.53312

1.94	1.07655
1.94	1.47705

1.51551	-1.80742
1.49505	-1.53312

1.94	1.47705
1.79406	1.73497

1.51551	-1.80742
1.49505	-1.53312

1.18365	1.74179
1.16618	2.45153

1.51551	-1.80742
1.49505	-1.53312

-0.573813	-1.02
-0.488854	-1.02

1.49505	-1.53312
1.54729	-1.52283

0.331812	-1.76
1.49457	-1.8

1.49505	-1.53312
1.54729	-1.52283

1.49457	-1.8
1.54103	-1.76

1.49505	-1.53312
1.54729	-1.52283

1.48116	-1.54955
1.54	-1.50235

1.49505	-1.53312
1.54729	-1.52283

1.54103	-1.76
1.48116	-1.54955

1.54729	-1.52283
1.55078	-0.908238

1.54	-1.50235
1.56	-0.892609

1.54729	-1.52283
1.55078	-0.908238

1.94	1.07655
1.94	1.47705

1.54729	-1.52283
1.55078	-0.908238

1.94	1.47705
1.79406	1.73497

1.54729	-1.52283
1.55078	-0.908238

1.18365	1.74179
1.16618	2.45153

1.54729	-1.52283
1.55078	-0.908238

-0.573813	-1.02
-0.488854	-1.02

1.55078	-0.908238
1.59078	-0.906461

0.331812	-1.76
1.49457	-1.8

1.55078	-0.908238
1.59078	-0.906461

1.48116	-1.54955
1.54	-1.50235

1.55078	-0.908238
1.59078	-0.906461

2.28	1.07645
1.94	1.07655

2.30892	1.06749
1.90887	1.11901

1.79406	1.73497
1.18365	1.74179

2.30892	1.06749
1.90887	1.11901

1.54103	-1.76
1.48116	-1.54955

1.90887	1.11901
1.94853	1.48491

1.54	-1.50235
1.56	-0.892609

1.90887	1.11901
1.94853	1.48491

1.94	1.07655
1.94	1.47705

1.90887	1.11901
1.94853	1.48491

1.94	1.47705
1.79406	1.73497

1.90887	1.11901
1.94853	1.48491

1.18365	1.74179
1.16618	2.45153

1.90887	1.11901
1.94853	1.48491

1.54103	-1.76
1.48116	-1.54955

1.94853	1.48491
1.81567	1.73286

1.54	-1.50235
1.56	-0.892609

1.94853	1.48491
1.81567	1.73286

1.94	1.07655
1.94	1.47705

1.94853	1.48491
1.81567	1.73286

1.94	1.47705
1.79406	1.73497

1.94853	1.48491
1.81567	1.73286

1.18365	1.74179
1.16618	2.45153

1.94853	1.48491
1.81567	1.73286

2.28	1.07645
1.94	1.07655

1.81567	1.73286
1.17634	1.73886

1.79406	1.73497
1.18365	1.74179

1.81567	1.73286
1.17634	1.73886

1.54103	-1.76
1.48116	-1.54955

1.17634	1.73886
1.18114	2.4685

1.54	-1.50235
1.56	-0.892609

1.17634	1.73886
1.18114	2.4685

1.94	1.07655
1.94	1.47705

1.17634	1.73886
1.18114	2.4685

1.94	1.47705
1.79406	1.73497

1.17634	1.73886
1.18114	2.4685

1.18365	1.74179
1.16618	2.45153

1.17634	1.73886
1.18114	2.4685

-1.06	-1.05538
-1.05572	-1.22

-1.08379	2.81604
-1.18484	2.38453

-0.488854	-1.02
-0.449628	-1.50838

-1.08379	2.81604
-1.18484	2.38453

-1.14753	1.9787
-1.14492	1.52671

-1.08379	2.81604
-1.18484	2.38453

-1.14492	1.52671
-1.19538	1.20061

-1.08379	2.81604
-1.18484	2.38453

-1.06	-1.05538
-1.05572	-1.22

-1.18484	2.38453
-1.12038	1.77009

-1.05572	-1.22
-0.849694	-1.48

-1.18484	2.38453
-1.12038	1.77009

-0.488854	-1.02
-0.449628	-1.50838

-1.18484	2.38453
-1.12038	1.77009

-0.449628	-1.50838
-0.341044	-1.7

-1.18484	2.38453
-1.12038	1.77009

-1.14753	1.9787
-1.14492	1.52671

-1.18484	2.38453
-1.12038	1.77009

-1.14492	1.52671
-1.19538	1.20061

-1.18484	2.38453
-1.12038	1.77009

-1.06	-1.05538
-1.05572	-1.22

-1.12038	1.77009
-1.18667	1.29108

-0.488854	-1.02
-0.449628	-1.50838

-1.12038	1.77009
-1.18667	1.29108

-1.14753	1.9787
-1.14492	1.52671

-1.12038	1.77009
-1.18667	1.29108

-1.14492	1.52671
-1.19538	1.20061

-1.12038	1.77009
-1.18667	1.29108

